Geneid,N1,N2,T1,T2,T3,T4
CTD-2194D22.4,3,11,10,1,8,14
CTD-2297D10.2,0,22,13,2,14,31
CTD-3080P12.3,0,0,1,0,0,5
CTDNEP1,31,0,8,56,3,14
CTDP1,1,9,49,15,28,85
CTDSP1,0,24,33,63,14,33
CTDSP2,60,12,30,9,7,48
CTDSPL,5,95,31,128,58,43
CTDSPL2,66,56,101,69,116,110
CTF1,41,1,34,3,5,26
CTH,0,71,28,44,27,29
CTHRC1,0,0,14,10,8,19
CTIF,44,14,19,48,21,77
CTLA4,0,0,3,9,0,6
CTNNA1,14,21,37,52,45,94
CTNNA2,26,32,88,31,52,72
CTNNA2-AS1,0,0,0,0,0,2
CTNNA3,51,46,31,60,48,42
CTNNAL1,77,21,12,15,21,15
CTNNB1,93,28,38,67,47,66
CTNNBIP1,20,0,24,18,8,47
CTNNBL1,1,20,49,35,59,70
CTNND1,7,1,12,5,7,8
CTNND2,28,22,62,36,60,66
CTNS,45,18,41,40,42,83
CTPS1,15,2,73,52,57,103
CTPS2,37,34,60,65,56,64
CTR9,0,233,56,1144,51,37
CTRB1,0,0,5,20,5,37
CTRB2,0,0,5,20,4,34
CTRC,9,13,77,58,75,86
CTRL,13,0,7,3,0,23
CTSA,0,15,50,23,9,71
CTSB,108,4974,86,5661,124,159
CTSC,39,80,50,19,34,66
CTSD,35,104,9,1255,5,396
CTSE_1,1,0,0,0,0,0
CTSF,91,22,25,46,3,39
CTSG,0,0,18,11,1,34
CTSH,0,0,54,71,39,51
CTSK,0,0,12,0,12,9
CTSL,0,68,22,8,40,39
CTSL3P,0,14,5,0,3,8
CTSLP2,0,0,0,3,1,0
CTSLP2_1,0,0,1,0,0,0
CTSLP8,0,0,1,0,6,8
CTSO,0,0,2,0,0,0
CTSO_1,0,1,1,10,0,0
CTSS,6,0,24,50,14,22
CTSV,0,45,52,22,45,47
CTSW,36,8,22,45,11,38
CTSZ,19,0,20,54,21,30
CTTN,7,0,60,87,65,60
CTTNBP2,77,0,46,27,53,41
CTTNBP2NL,64,0,24,53,7,26
CTU1,24,19,25,71,5,40
CTU2,62,13,5,0,0,20
CTXN1,0,3,0,46,0,7
CTXN2,0,0,4,2,0,6
CTXN3,1,19,5,0,4,12
CTXND1,147,0,31,15,51,79
CTXND2,22,0,9,3,13,16
CUBN,181,21,121,49,146,102
CUEDC1,57,8,48,96,47,62
CUEDC2,20,0,7,14,13,22
CUL1,33,51,69,29,60,79
CUL2,15,80,77,74,82,62
CUL3,0,20,29,89,41,39
CUL4A,0,55,42,23,21,93
CUL4B,55,41,59,55,69,67
CUL5,76,75,66,79,117,125
CUL7,33,26,92,49,76,122
CUL9,58,0,103,57,64,211
CUTA,0,0,1,2,0,3
CUTALP,17,74,38,128,41,27
CUTC,0,20,14,17,22,13
CUX1,13,1,17,45,10,18
CUX1_1,0,0,12,0,4,8
CUX2,0,30,133,37,69,151
CWC15,0,3,0,1,1,0
CWC15_1,0,0,1,9,1,2
CWC22,6,26,34,40,53,30
CWC25,44,135,46,290,65,40
CWC27,15,55,73,82,115,66
CWF19L1,90,45,27,47,37,47
CWF19L2,32,88,76,343,97,65
CWH43,29,28,38,16,35,41
CX3CL1,0,0,12,48,16,52
CX3CR1,47,0,5,13,10,5
CXADR,0,19,41,25,57,41
CXADRP2,0,15,68,16,71,26
CXADRP3,0,24,7,0,1,2
CXCL1,0,0,0,0,1,5
CXCL10,10,0,2,2,4,1
CXCL11,2,0,5,5,0,4
CXCL12,118,14,18,323,6,14
CXCL13,0,0,21,8,19,12
CXCL14,659,275,56,919,47,62
CXCL16,24,8,32,35,17,48
CXCL17,0,0,17,14,10,26
CXCL2,0,0,2,12,9,7
CXCL3,2,2,10,8,8,20
CXCL5,15,10,7,6,14,4
CXCL6,0,0,3,6,1,7
CXCL8,0,21,1,0,1,5
CXCL9,0,0,3,8,9,10
CXCR1,10,0,0,5,3,14
CXCR2,0,9,40,88,56,35
CXCR2P1,0,0,5,0,14,10
CXCR3,0,10,7,0,0,32
CXCR4,0,0,23,13,34,37
CXCR5,0,0,22,2,10,23
CXCR6,42,0,0,0,1,7
CXorf38,22,34,35,13,63,24
CXorf56,46,56,68,45,71,65
CXorf58,0,12,15,3,12,7
CXorf65,0,0,13,0,15,37
CXorf66,0,0,13,0,8,8
CXXC1,0,18,22,87,5,49
CXXC1P1,0,0,20,17,9,37
CXXC4,32,60,94,75,67,68
CXXC4-AS1,0,0,4,6,5,5
CXXC5,3,7,37,107,23,35
CXXC5-AS1,0,0,5,0,0,9
CYB561,30,33,25,65,13,42
CYB561A3,53,0,27,6,16,42
CYB561D1,0,0,19,8,21,39
CYB561D2,0,0,12,20,7,9
CYB5A,8,0,15,12,17,8
CYB5B,58,40,10,9,35,41
CYB5D1,0,17,11,12,15,20
CYB5D2,12,68,28,37,22,49
CYB5R1,0,28,57,35,11,31
CYB5R2,66,0,7,18,3,41
CYB5R3,73,1,45,41,21,64
CYB5R4,35,75,86,67,86,81
CYB5RL,3,20,45,59,52,57
CYBA,0,51,14,1404,3,42
CYBB,7,9,22,36,31,12
CYBC1,17,0,19,68,4,36
CYBRD1,0,28,20,31,13,17
CYC1,0,0,24,9,3,58
CYCS,26,775,67,285,85,42
CYCSP52,0,0,0,5,7,5
CYFIP1,0,66,111,49,98,177
CYFIP2,78,12,68,62,96,96
CYGB,0,0,5,75,1,16
CYHR1,1,14,5,55,1,12
CYLC1,0,8,8,0,13,16
CYLC2,16,15,68,86,89,41
CYLD,33,81,84,86,73,61
CYMP,0,0,6,13,13,18
CYMP-AS1,16,0,4,0,0,6
CYP11A1,27,34,38,27,65,44
CYP11B1,0,21,11,18,0,40
CYP11B2,33,0,22,0,4,21
CYP17A1,0,0,19,0,21,41
CYP19A1,58,10,12,33,14,17
CYP1A1,11,11,17,0,9,18
CYP1A2,36,27,64,22,58,70
CYP1B1,57,22,21,125,12,29
CYP1B1-AS1,0,1,10,0,2,6
CYP20A1,169,1438,159,825,176,128
CYP21A1P,0,0,0,0,0,4
CYP21A1P_1,22,0,0,10,0,0
CYP21A1P_2,0,0,0,0,0,2
CYP24A1,26,17,44,4,24,31
CYP26A1,0,0,13,7,0,11
CYP26B1,1,0,10,21,0,24
CYP26C1,0,0,16,0,10,51
CYP27A1,5,0,60,41,10,49
CYP27B1,0,0,11,0,1,32
CYP27C1,33,37,71,21,71,65
CYP2A13,0,0,30,21,18,40
CYP2A6,1,0,25,28,17,34
CYP2A7,0,0,23,9,0,21
CYP2B6,0,16,48,52,47,34
CYP2B7P,39,33,46,5,44,58
CYP2C18,0,31,16,31,22,39
CYP2C19,23,6,36,8,26,34
CYP2C8,25,0,22,8,10,34
CYP2C9,17,0,13,8,16,33
CYP2D6,0,0,13,6,0,21
CYP2D7,0,0,12,0,0,11
CYP2D7_1,0,0,3,7,0,0
CYP2E1,43,6,4,7,1,8
CYP2F1,0,0,31,15,48,45
CYP2G1P,37,32,21,23,18,28
CYP2J2,0,0,33,1,4,13
CYP2S1,28,14,74,0,47,71
CYP2T1P,0,0,19,0,3,19
CYP2U1,0,0,14,17,3,16
CYP2U1-AS1,35,9,20,24,23,13
CYP2W1,0,0,2,1,0,26
CYP39A1,0,14,15,0,13,7
CYP3A4,0,0,2,0,2,14
CYP3A43,48,0,19,5,25,17
CYP3A5,0,17,12,0,15,10
CYP3A7,0,0,0,0,0,4
CYP3A7-CYP3A51P,0,4,0,0,1,0
CYP46A1,47,20,30,19,15,69
CYP4A11,0,0,8,4,0,25
CYP4A22,0,0,12,7,1,27
CYP4B1,0,0,30,18,11,24
CYP4F11,0,19,35,5,10,31
CYP4F12,47,0,12,11,7,17
CYP4F2,0,0,35,5,12,46
CYP4F22,34,11,126,27,93,102
CYP4F24P,34,0,3,12,3,28
CYP4F29P,0,0,11,20,6,11
CYP4F3,101,23,54,78,61,73
CYP4F30P,5,0,0,0,0,8
CYP4F35P,0,17,36,23,24,24
CYP4F62P,1,12,2,0,1,1
CYP4F8,10,22,32,10,12,42
CYP4V2,0,0,25,7,14,40
CYP4X1,0,22,21,28,11,32
CYP4Z1,0,38,33,4,55,53
CYP4Z2P,0,0,6,13,20,11
CYP51A1,30,9,42,34,15,21
CYP51A1-AS1,0,0,8,0,4,23
CYP7A1,0,22,9,3,17,2
CYP7B1,0,43,54,43,47,28
CYP8B1,0,0,12,10,19,11
CYREN,21,37,26,35,39,50
CYRIA,39,12,39,16,59,31
CYRIB,46,34,55,67,45,71
CYS1,0,51,32,42,10,27
CYSLTR1,0,0,3,11,8,16
CYSLTR2,30,5,29,12,26,17
CYSRT1,0,0,0,0,0,6
CYSTM1,0,0,6,5,0,17
CYTH1,96,90,80,51,89,96
CYTH2,0,15,50,15,51,65
CYTH3,56,17,49,37,36,58
CYTH4,0,0,13,40,9,47
CYTIP,36,23,37,23,29,19
CYTL1,0,0,12,11,14,10
CYTOR,0,11,14,15,28,18
CYYR1,0,19,5,10,7,31
CYYR1-AS1,44,10,17,5,25,18
CZ1P-ASNS,0,0,11,8,18,22
CZIB,7,0,19,0,15,24
D21S2088E,37,17,4,12,3,25
D2HGDH,68,38,16,60,14,49
DAAM1,77,51,78,161,106,77
DAAM2,30,35,45,13,19,45
DAAM2-AS1,0,0,0,2,4,3
DAB1,17,25,32,30,41,33
DAB1-AS1,0,17,0,0,0,1
DAB2,0,30,12,196,15,27
DAB2IP,205,0,11,10,0,38
DACH1,0,20,25,22,10,44
DACH2,29,5,17,4,20,16
DACT1,0,0,41,32,8,45
DACT2,63,9,20,16,37,64
DACT3,0,0,52,23,49,57
DACT3-AS1,0,35,37,0,26,20
DAD1,0,3,13,14,12,6
DAG1,48,28,85,71,143,106
DAGLA,9,0,48,24,14,104
DAGLB,0,10,73,61,82,120
DALRD3,0,13,12,16,0,29
DANCR,0,26,16,16,16,11
DAND5,33,0,30,12,52,35
DANT1_1,0,0,0,1,2,0
DANT2_1,0,1,0,0,1,1
DAO,0,12,40,46,26,43
DAOA,0,9,5,0,8,11
DAOA-AS1,0,0,4,5,2,3
DAP,0,52,5,4,1,46
DAP3,10,28,61,33,81,50
DAPK1,51,130,106,45,87,128
DAPK1-IT1,0,0,18,10,39,28
DAPK2,31,15,40,23,49,78
DAPK3,45,30,32,113,20,53
DAPL1,0,0,6,6,3,4
DAPP1,0,16,28,36,27,26
DARS1,0,67,70,106,57,33
DARS1-AS1,0,16,15,6,17,25
DARS2,0,20,73,40,51,36
DAW1,32,82,42,33,58,51
DAXX,0,0,1,0,0,1
DAXX_2,0,0,0,2,0,0
DAXX_3,0,0,0,0,3,0
DAXX_4,0,0,2,2,2,7
DAZAP1,43,43,38,182,18,79
DAZAP2,25,0,6,11,9,25
DAZL,0,60,26,41,34,23
DBF4,65,1,22,4,14,20
DBF4B,49,0,98,31,33,95
DBH,0,6,24,5,10,41
DBH-AS1,0,0,22,0,5,36
DBI,0,0,30,4,0,36
DBIL5P,0,0,7,8,15,30
DBIL5P2,0,11,16,0,14,8
DBN1,26,17,19,98,25,53
DBNDD1,4,31,8,11,6,27
DBNDD2,0,0,6,3,2,19
DBNL,74,55,34,195,33,84
DBP,80,9,24,17,1,24
DBR1,28,59,56,28,57,38
DBT,121,47,98,129,147,79
DBX1,0,0,15,0,7,14
DBX2,0,0,17,5,19,40
DCAF1,0,0,1,0,0,5
DCAF1_1,1,0,4,0,4,9
DCAF10,20,56,49,106,62,74
DCAF11,11,10,65,10,49,88
DCAF12,21,0,36,35,44,50
DCAF12L1,0,0,2,0,0,8
DCAF12L2,0,8,12,7,2,22
DCAF13,36,7,10,42,10,12
DCAF13P3,0,0,2,6,0,2
DCAF15,79,0,19,37,2,38
DCAF16,67,200,76,56,127,52
DCAF17,73,4,45,22,67,71
DCAF4,40,26,96,30,56,107
DCAF4L1,0,40,53,15,48,16
DCAF4L2,0,6,16,3,13,40
DCAF5,61,39,56,44,50,75
DCAF6,0,90,68,62,34,34
DCAF7,87,16,88,97,51,75
DCAF8,6,21,11,24,8,51
DCAF8L1,0,0,2,0,0,8
DCAF8L2,4,0,17,26,4,14
DCAKD,0,30,77,20,45,59
DCBLD1,0,0,39,14,31,25
DCBLD2,144,106,119,64,89,68
DCC,29,53,63,48,66,61
DCD,18,2,15,10,33,33
DCDC1,76,93,92,55,104,67
DCDC2,19,0,21,17,11,22
DCDC2B,41,16,18,4,7,12
DCDC2C,10,0,5,6,11,23
DCHS1,32,0,13,20,11,105
DCHS2,0,70,57,32,80,81
DCK,0,48,25,14,56,29
DCLK1,227,90,57,64,79,69
DCLK2,144,0,33,30,49,58
DCLK3,46,8,12,7,13,27
DCLRE1A,0,34,36,8,18,44
DCLRE1B,0,0,54,7,39,39
DCLRE1C,117,290,137,258,146,103
DCLRE1CP1,0,0,0,2,3,10
DCN,139,45,28,61,31,45
DCP1A,3,9,2,12,8,2
DCP1A_1,0,3,3,20,5,4
DCP1B,43,55,23,13,34,24
DCP2,19,80,108,101,123,90
DCPS,4,35,14,20,41,36
DCST1,0,0,51,21,62,84
DCST1-AS1,0,0,4,14,11,4
DCST2,29,15,77,19,33,71
DCSTAMP,0,0,2,10,13,9
DCT,0,0,28,106,54,22
DCTD,69,15,16,20,4,38
DCTN1,38,20,23,126,30,70
DCTN1-AS1,0,31,30,9,48,22
DCTN2,25,27,19,34,20,68
DCTN3,49,18,5,14,6,17
DCTN4,30,1,60,58,45,77
DCTN5,18,55,67,79,78,81
DCTN6,0,29,10,3,12,7
DCTPP1,0,0,22,16,19,20
DCUN1D1,45,95,79,83,98,43
DCUN1D2,0,4,20,7,3,3
DCUN1D3,11,10,82,72,89,101
DCUN1D4,42,27,60,50,66,64
DCUN1D5,57,47,88,48,82,91
DCX,45,41,84,30,112,98
DCXR,0,136,0,340,0,10
DCXR-DT,10,0,8,2,0,3
DDA1,28,6,41,30,31,86
DDAH1,13,14,45,13,42,67
DDB1,37,8,67,35,56,109
DDB2,4,22,70,35,39,72
DDC,0,19,36,0,27,36
DDC-AS1,0,0,5,3,29,15
DDHD1,75,68,26,84,56,88
DDHD2,12,9,90,35,41,81
DDI1,0,5,2,0,1,6
DDI2,0,24,64,244,63,77
DDIAS,46,0,10,5,1,12
DDIT3,0,11,14,46,13,23
DDIT4,23,0,9,22,1,18
DDIT4L,0,0,4,5,2,9
DDN,0,42,24,0,1,30
DDN-AS1,0,16,21,0,16,12
DDO,8,34,18,25,29,31
DDOST,72,0,14,14,7,58
DDR1_2,0,0,1,1,0,0
DDR1_3,0,16,4,6,2,22
DDR1_4,0,0,0,0,0,1
DDR2,29,39,26,80,42,57
DDRGK1,0,31,18,34,14,40
DDTL,0,0,1,0,0,3
DDX1,0,1,38,39,30,42
DDX10,0,30,55,103,20,51
DDX11,95,7,76,24,28,93
DDX11-AS1,0,0,3,5,1,10
DDX11L1,10,0,3,0,0,20
DDX11L10,0,19,2,0,0,0
DDX11L2,25,0,0,6,0,14
DDX11L5,38,0,7,0,1,14
DDX11L9,3,0,12,0,0,7
DDX12P,10,0,25,20,17,54
DDX17,98,91,103,61,117,166
DDX18,0,89,56,245,49,47
DDX19A,30,61,72,37,41,68
DDX19B,0,17,42,17,48,52
DDX20,47,50,41,14,25,19
DDX21,40,118,110,760,109,98
DDX23,64,40,21,45,41,56
DDX24,0,158,74,654,120,127
DDX25,31,28,64,31,57,57
DDX27,44,304,98,564,78,97
DDX28,45,0,10,2,2,24
DDX31,44,53,60,44,67,76
DDX39A,0,9,13,11,2,62
DDX3X,15,56,113,121,123,133
DDX3Y,0,0,0,0,1,0
DDX4,20,35,76,77,79,72
DDX41,0,17,21,60,42,73
DDX42,0,7,26,55,28,74
DDX43,21,18,35,11,35,42
DDX46,80,129,120,428,119,104
DDX47,0,1,20,26,40,38
DDX49,0,5,62,67,17,76
DDX5_1,0,0,4,1,0,4
DDX50,0,29,32,40,38,35
DDX51,11,65,38,72,32,36
DDX52,38,203,100,192,113,68
DDX53,0,20,20,7,10,9
DDX54,0,55,111,76,47,121
DDX55,60,24,64,100,35,55
DDX56,34,40,2,37,0,41
DDX58,68,10,85,42,98,72
DDX59,0,18,25,28,33,29
DDX59-AS1,0,9,21,7,26,8
DDX6,0,0,4,0,3,7
DDX6_1,11,0,5,21,6,3
DDX60,22,71,70,70,77,80
DDX60L,30,47,99,73,143,135
DEAF1,86,4,92,51,67,86
DECR1,50,0,11,27,12,45
DECR2,0,0,32,22,25,67
DEDD,0,4,24,14,34,23
DEDD2,0,0,31,34,6,63
DEF6,7,0,25,5,19,38
DEF8,48,16,29,17,34,62
DEFA10P,0,5,0,0,0,0
DEFA11P,3,0,0,0,0,3
DEFA1B,4,0,0,0,0,0
DEFA3,0,0,2,6,0,0
DEFA4,0,0,0,0,2,2
DEFA5,0,0,8,12,6,7
DEFA6,0,0,7,0,3,9
DEFA8P,0,0,0,0,1,0
DEFA9P,0,0,0,0,0,8
DEFB1,0,14,8,0,15,4
DEFB103A,0,0,1,0,0,0
DEFB103B,0,0,1,0,0,0
DEFB104A,0,0,10,0,0,4
DEFB104B,39,0,0,0,0,0
DEFB105A,2,0,5,0,15,7
DEFB105B,28,0,0,0,1,13
DEFB106A,0,0,4,0,0,0
DEFB106B,0,0,8,0,9,14
DEFB107A,0,0,7,0,2,14
DEFB108B,0,0,1,0,1,6
DEFB109A,0,0,10,0,6,4
DEFB109B,0,0,1,0,3,1
DEFB112,0,0,3,4,11,1
DEFB113,0,0,0,0,1,7
DEFB114,0,0,4,2,0,2
DEFB115,0,0,1,0,0,4
DEFB116,0,0,10,5,1,4
DEFB118,34,9,43,28,52,27
DEFB119,0,0,6,14,1,14
DEFB121,0,0,4,0,1,5
DEFB122,17,7,24,14,25,6
DEFB123,0,0,5,1,11,14
DEFB124,23,0,4,0,1,12
DEFB125,0,0,12,0,5,21
DEFB126,0,0,2,0,3,8
DEFB127,0,0,17,2,15,10
DEFB128,0,0,15,0,2,6
DEFB129,0,0,4,0,0,0
DEFB131A,0,0,3,5,2,0
DEFB131B,0,0,0,0,3,2
DEFB132,0,0,6,0,0,7
DEFB134,0,0,5,0,2,2
DEFB135,0,0,1,0,0,0
DEFB136,0,2,7,4,1,5
DEFB4A,29,2,3,0,2,13
DEFB4B,0,0,8,0,0,7
DEFT1P,0,0,0,0,0,2
DEGS1,23,3,53,39,40,46
DEGS2,51,0,5,14,1,18
DEK,1,800,24,1535,24,29
DELE1,0,10,32,8,50,71
DELEC1,0,0,0,3,3,6
DENND10,10,14,54,45,52,66
DENND10P1,5,7,35,28,27,18
DENND11_1,0,0,1,0,1,0
DENND1A,130,79,112,86,103,137
DENND1B,13,13,68,77,65,63
DENND1C,64,59,134,88,82,127
DENND2A,64,23,121,40,90,111
DENND2B,45,14,56,65,28,108
DENND2C,113,142,104,108,129,75
DENND2D,25,0,16,0,7,40
DENND3,63,54,83,41,62,135
DENND4A,118,121,75,109,78,62
DENND4B,145,1,98,40,36,166
DENND4C,30,119,101,177,135,107
DENND5A,0,49,81,71,88,79
DENND5B,53,115,106,53,89,89
DENND5B-AS1,0,1,16,0,21,30
DENND6A,31,98,105,52,104,82
DENND6A-DT,34,22,16,7,45,42
DENND6B,80,26,13,40,17,56
DENR,0,68,40,55,34,53
DEPDC1,48,0,4,12,4,18
DEPDC1-AS1,49,5,29,22,39,30
DEPDC1B,0,52,29,28,27,28
DEPDC4,92,24,73,19,69,82
DEPDC5,80,85,183,96,235,184
DEPDC7,0,0,8,14,1,21
DEPP1,0,0,0,314,10,1
DEPTOR,14,27,16,9,44,31
DERA,32,0,26,17,20,22
DERL1,36,8,26,23,44,42
DERL2,48,13,67,28,64,42
DERL3,0,0,6,18,0,2
DES,0,105,47,352,18,69
DESI1,0,15,15,19,11,31
DESI2,0,12,10,5,5,22
DET1,103,0,39,22,34,36
DEUP1,9,2,20,0,10,18
DEXI,0,0,0,0,0,9
DFFA,0,1473,118,947,124,87
DFFB,38,41,49,43,36,60
DGAT1,0,2,0,11,0,0
DGAT2,26,28,17,41,6,42
DGAT2L6,0,0,12,22,7,34
DGCR11,0,0,3,5,2,18
DGCR2,144,30,25,14,20,62
DGCR5,62,10,41,21,22,53
DGCR6,0,0,3,4,0,23
DGCR6L,0,33,1,91,0,22
DGCR8,0,47,25,35,38,73
DGKA,45,23,48,33,23,56
DGKB,43,79,65,35,68,45
DGKD,49,36,68,30,49,92
DGKE,117,108,58,51,60,68
DGKG,0,21,32,28,55,49
DGKH,88,83,130,127,173,151
DGKI,93,59,146,115,119,106
DGKK,0,1,1,1,1,1
DGKK_1,0,0,0,0,1,0
DGKQ,0,11,4,18,2,48
DGKZ,52,28,75,268,28,160
DGLUCY,32,19,109,75,111,104
DGUOK,45,0,4,4,5,20
DGUOK-AS1,0,0,3,0,0,3
DHCR24,0,0,37,54,6,64
DHCR7,32,0,14,0,4,46
DHDDS,43,35,37,81,53,68
DHDDS-AS1,0,0,4,5,2,14
DHDH,33,9,54,17,27,32
DHFR,10,4,41,75,45,37
DHFR2,0,11,35,36,30,11
DHFRP3,0,0,7,1,0,9
DHH,28,25,20,23,26,34
DHODH,36,20,48,78,40,64
DHPS,0,19,23,17,37,39
DHRS1,0,21,12,27,5,20
DHRS11_1,1,0,2,0,0,1
DHRS12,45,86,38,7,43,19
DHRS13,0,0,6,7,16,9
DHRS2,0,10,13,0,3,19
DHRS3,10,30,33,149,66,88
DHRS4,0,0,14,6,6,24
DHRS4-AS1,0,30,5,7,15,12
DHRS4L1,43,0,14,0,4,35
DHRS4L2,0,7,45,18,42,54
DHRS7,0,15,47,62,44,61
DHRS7B,0,0,41,37,24,30
DHRS7C,0,18,22,9,22,46
DHRS9,0,0,4,0,1,3
DHRSX_1,0,2,3,0,11,4
DHTKD1,20,101,86,170,69,79
DHX15,27,40,41,42,25,53
DHX29,33,12,23,47,25,16
DHX30,61,61,90,61,43,121
DHX32,25,33,23,2,12,23
DHX33,33,104,57,169,54,82
DHX33-DT,0,0,3,16,3,16
DHX34,35,51,91,65,59,102
DHX35,103,8,74,37,43,36
DHX36,33,57,84,121,71,81
DHX37,65,42,83,51,62,149
DHX38,79,18,48,14,28,63
DHX40,33,7,34,27,44,57
DHX57,44,16,42,22,66,65
DHX58_1,0,0,0,0,1,4
DHX8,52,19,104,61,81,104
DHX9,27,45,39,23,42,87
DIABLO,5,31,30,2,27,17
DIAPH1,84,47,74,78,42,127
DIAPH1-AS1,0,0,9,11,8,21
DIAPH2,17,75,94,101,94,66
DIAPH2-AS1,0,0,9,6,15,0
DIAPH3,34,8,73,40,80,47
DIAPH3-AS1,17,16,31,10,18,14
DIAPH3-AS2,0,0,10,1,8,3
DICER1,30,82,129,162,155,128
DICER1-AS1,0,0,3,4,16,3
DIDO1,6,112,24,39,70,99
DIMT1,0,0,17,8,11,7
DINOL,0,14,0,0,0,2
DIO1,0,0,11,3,18,25
DIO2,0,63,80,59,97,61
DIO2-AS1,0,42,7,17,21,17
DIO3,31,0,0,0,0,1
DIO3OS,0,14,10,86,0,10
DIP2A,53,0,67,36,24,94
DIP2A-IT1,0,0,5,4,0,3
DIP2B,41,59,101,91,120,107
DIP2C,110,54,76,57,101,78
DIPK1A,26,0,16,0,4,26
DIPK1B,0,0,7,11,12,19
DIPK1C,0,0,4,9,3,24
DIPK2A,29,21,36,18,54,41
DIPK2B,0,27,19,71,24,36
DIRAS1,0,2,7,25,11,37
DIRAS2,0,0,5,0,0,28
DIRAS3,0,0,8,1,5,4
DIRC1,0,26,7,4,3,12
DIRC3,10,34,12,16,11,28
DIRC3-AS1,0,0,3,8,10,13
DIS3,1,212,106,212,84,59
DIS3L,18,32,89,71,55,41
DIS3L2,24,46,30,45,70,61
DISC1,0,19,26,9,40,41
DISC1FP1,29,42,18,23,18,9
DISC1-IT1,0,0,17,5,27,14
DISC2,4,24,3,6,30,18
DISP1,97,56,42,69,107,50
DISP2,98,23,108,58,122,117
DISP3,51,15,35,22,17,67
DIXDC1_1,1,1,2,11,5,8
DKC1_1,0,24,5,49,4,2
DKFZP434A062_1,0,0,4,0,11,5
DKFZP434H168,4,0,13,4,0,16
DKFZp434L192,0,0,3,0,9,15
DKFZp451B082,52,12,10,2,18,34
DKFZP586I1420,0,8,20,13,16,11
DKK1,0,0,2,0,0,15
DKK2,0,8,24,1,15,26
DKK3,41,46,22,13,7,17
DKK4,0,1,21,10,12,17
DKKL1,0,0,48,21,44,73
DLAT_1,2,4,4,0,2,0
DLC1,5,48,108,58,114,106
DLD,0,9,11,9,6,44
DLEC1,12,21,75,43,69,129
DLEU1,0,38,55,44,60,46
DLEU1-AS1,0,0,2,0,1,3
DLEU2,0,49,49,12,34,39
DLEU2L,0,0,1,16,4,10
DLEU7,0,5,9,16,23,25
DLEU7-AS1,0,30,39,18,24,20
DLG1,4,16,56,82,74,49
DLG1-AS1,0,11,19,11,28,22
DLG2,120,89,165,150,258,187
DLG3,0,56,61,68,38,88
DLG3-AS1,0,0,3,0,0,1
DLG4,42,22,86,81,129,159
DLG5,79,13,66,67,49,134
DLG5-AS1,20,0,10,24,6,25
DLGAP1,0,34,72,37,67,99
DLGAP1-AS1,0,5,46,37,56,47
DLGAP1-AS2,0,49,19,0,17,16
DLGAP1-AS3,0,7,18,9,37,9
DLGAP1-AS4,0,9,9,21,33,26
DLGAP1-AS5,19,0,9,2,7,12
DLGAP2,0,70,89,45,101,126
DLGAP2-AS1,0,0,0,22,2,2
DLGAP3,0,0,29,4,6,41
DLGAP4,57,43,54,81,44,75
DLGAP4-AS1,0,27,8,21,29,20
DLGAP5,40,87,90,44,110,72
DLK1,0,6,32,6,23,26
DLK2,0,0,11,2,14,22
DLL1,0,11,20,20,2,19
DLL3,11,0,50,29,19,52
DLL4,0,39,51,25,44,76
DLST,92,0,28,14,43,71
DLSTP1,60,0,2,2,2,20
DLX1,27,0,18,1,18,11
DLX2,26,0,38,4,19,37
DLX2-DT,0,0,8,3,12,10
DLX3,16,0,8,7,14,4
DLX4,0,24,7,5,18,19
DLX5,43,0,11,1,9,16
DLX6,72,25,62,96,85,66
DLX6-AS1,30,18,27,17,26,19
DM1-AS,0,0,4,0,0,3
DMAC1,15,0,23,9,32,12
DMAC2,0,0,0,0,1,7
DMAC2L,38,79,21,39,32,17
DMAP1,17,32,11,39,1,22
DMBT1,30,14,10,8,9,53
DMBT1L1,34,2,19,19,26,54
DMBX1,14,0,15,16,27,43
DMC1,0,16,25,33,33,25
DMD,73,73,207,124,201,126
DMGDH,0,59,29,28,28,22
DMKN,0,30,78,41,52,96
DMP1,16,0,11,2,23,17
DMPK,10,20,39,96,33,51
DMRT1,1,5,31,15,24,28
DMRT2,38,12,61,53,48,77
DMRT3,0,0,9,0,0,17
DMRTA1,0,0,5,21,1,19
DMRTA2,0,29,10,5,8,64
DMRTB1,0,0,10,4,2,13
DMRTC1,0,0,0,0,1,1
DMRTC1B_1,0,0,1,0,0,0
DMRTC2,0,0,0,0,3,9
DMRTC2_1,1,0,2,5,4,3
DMTF1,0,8,50,48,55,48
DMTN,0,32,95,17,23,80
DMWD,14,12,31,318,54,70
DMXL1,360,108,169,101,163,121
DMXL2,100,98,42,74,74,42
DNA2,45,85,79,68,99,60
DNAAF1,19,32,71,24,75,52
DNAAF2,0,13,32,11,13,27
DNAAF3,18,0,31,20,27,32
DNAAF4,0,0,9,0,4,11
DNAAF5,0,0,20,15,7,33
DNAAF6,7,18,14,33,26,9
DNAH1,114,24,119,62,49,195
DNAH10,136,78,230,128,230,236
DNAH11,132,99,122,94,153,130
DNAH12,80,132,90,27,101,105
DNAH12_1,0,25,36,25,49,33
DNAH14,17,81,84,93,105,139
DNAH17,88,55,257,126,210,279
DNAH17-AS1,0,21,23,18,23,40
DNAH2,74,206,440,149,344,486
DNAH3,60,108,202,103,239,251
DNAH5,162,142,167,139,203,181
DNAH6,55,29,124,105,121,119
